Country,Indicator,Region,Subregion,Year,Percentage
Mongolia,Sharp Objects rate,Asia,Eastern Asia,2015,2.5
Republic of Korea,Sharp Objects rate,Asia,Eastern Asia,2015,0.2
"China, Hong Kong Special Administrative Region",Unknown Mechanism rate,Asia,Eastern Asia,2015,0
"China, Macao Special Administrative Region",Unknown Mechanism rate,Asia,Eastern Asia,2015,0
Mongolia,Unknown Mechanism rate,Asia,Eastern Asia,2015,0
Republic of Korea,Unknown Mechanism rate,Asia,Eastern Asia,2015,0
Singapore,Firearms rate,Asia,South-Eastern Asia,2015,0
Thailand,Firearms rate,Asia,South-Eastern Asia,2015,2
Singapore,Other Mechanism rate,Asia,South-Eastern Asia,2015,0.1
Thailand,Other Mechanism rate,Asia,South-Eastern Asia,2015,0.3
Myanmar,Sharp Objects rate,Asia,South-Eastern Asia,2015,0.5
Singapore,Sharp Objects rate,Asia,South-Eastern Asia,2015,0.1
Thailand,Sharp Objects rate,Asia,South-Eastern Asia,2015,0.8
Myanmar,Unknown Mechanism rate,Asia,South-Eastern Asia,2015,0
Singapore,Unknown Mechanism rate,Asia,South-Eastern Asia,2015,0.1
Thailand,Unknown Mechanism rate,Asia,South-Eastern Asia,2015,0.3
Bhutan,Firearms rate,Asia,Southern Asia,2015,0
India,Firearms rate,Asia,Southern Asia,2015,0.3
Sri Lanka,Firearms rate,Asia,Southern Asia,2015,0.2
Bhutan,Other Mechanism rate,Asia,Southern Asia,2015,0.4
Sri Lanka,Other Mechanism rate,Asia,Southern Asia,2015,0.7
Bhutan,Sharp Objects rate,Asia,Southern Asia,2015,0.8
Sri Lanka,Sharp Objects rate,Asia,Southern Asia,2015,1.2
Bhutan,Unknown Mechanism rate,Asia,Southern Asia,2015,0.4
Sri Lanka,Unknown Mechanism rate,Asia,Southern Asia,2015,0.2
Armenia,Firearms rate,Asia,Western Asia,2015,0.9
Azerbaijan,Firearms rate,Asia,Western Asia,2015,0.3
Cyprus,Firearms rate,Asia,Western Asia,2015,0.5
Armenia,Other Mechanism rate,Asia,Western Asia,2015,1
Azerbaijan,Other Mechanism rate,Asia,Western Asia,2015,0.1
Cyprus,Other Mechanism rate,Asia,Western Asia,2015,0.4
Armenia,Sharp Objects rate,Asia,Western Asia,2015,0.7
Azerbaijan,Sharp Objects rate,Asia,Western Asia,2015,1.3
Cyprus,Sharp Objects rate,Asia,Western Asia,2015,0.3
Armenia,Unknown Mechanism rate,Asia,Western Asia,2015,0
Azerbaijan,Unknown Mechanism rate,Asia,Western Asia,2015,0.6
Cyprus,Unknown Mechanism rate,Asia,Western Asia,2015,0.1
"China, Hong Kong Special Administrative Region",Firearms rate,Asia,Eastern Asia,2016,0
"China, Macao Special Administrative Region",Firearms rate,Asia,Eastern Asia,2016,0
Mongolia,Firearms rate,Asia,Eastern Asia,2016,0.1
"China, Hong Kong Special Administrative Region",Other Mechanism rate,Asia,Eastern Asia,2016,0.2
"China, Macao Special Administrative Region",Other Mechanism rate,Asia,Eastern Asia,2016,0
"China, Hong Kong Special Administrative Region",Sharp Objects rate,Asia,Eastern Asia,2016,0.1
"China, Macao Special Administrative Region",Sharp Objects rate,Asia,Eastern Asia,2016,0.2
Mongolia,Sharp Objects rate,Asia,Eastern Asia,2016,2.1
"China, Hong Kong Special Administrative Region",Unknown Mechanism rate,Asia,Eastern Asia,2016,0
"China, Macao Special Administrative Region",Unknown Mechanism rate,Asia,Eastern Asia,2016,0
Mongolia,Unknown Mechanism rate,Asia,Eastern Asia,2016,0
Myanmar,Sharp Objects rate,Asia,South-Eastern Asia,2016,0.5
Myanmar,Unknown Mechanism rate,Asia,South-Eastern Asia,2016,0
Bhutan,Firearms rate,Asia,Southern Asia,2016,0
India,Firearms rate,Asia,Southern Asia,2016,0.3
Sri Lanka,Firearms rate,Asia,Southern Asia,2016,0.3
Bhutan,Other Mechanism rate,Asia,Southern Asia,2016,0.1
Sri Lanka,Other Mechanism rate,Asia,Southern Asia,2016,1
Bhutan,Sharp Objects rate,Asia,Southern Asia,2016,0.6
Sri Lanka,Sharp Objects rate,Asia,Southern Asia,2016,1
Bhutan,Unknown Mechanism rate,Asia,Southern Asia,2016,0.4
Sri Lanka,Unknown Mechanism rate,Asia,Southern Asia,2016,0.2
Armenia,Firearms rate,Asia,Western Asia,2016,0.5
Azerbaijan,Firearms rate,Asia,Western Asia,2016,0.2
Cyprus,Firearms rate,Asia,Western Asia,2016,0.5
Jordan,Firearms rate,Asia,Western Asia,2016,0.8
Armenia,Other Mechanism rate,Asia,Western Asia,2016,1.7
Azerbaijan,Other Mechanism rate,Asia,Western Asia,2016,0.1
Cyprus,Other Mechanism rate,Asia,Western Asia,2016,0.4
Jordan,Other Mechanism rate,Asia,Western Asia,2016,0.3
Armenia,Sharp Objects rate,Asia,Western Asia,2016,0.7
Azerbaijan,Sharp Objects rate,Asia,Western Asia,2016,1.1
Cyprus,Sharp Objects rate,Asia,Western Asia,2016,0.2
Jordan,Sharp Objects rate,Asia,Western Asia,2016,0.5
Armenia,Unknown Mechanism rate,Asia,Western Asia,2016,0
Azerbaijan,Unknown Mechanism rate,Asia,Western Asia,2016,0.8
Cyprus,Unknown Mechanism rate,Asia,Western Asia,2016,0
Jordan,Unknown Mechanism rate,Asia,Western Asia,2016,0
"China, Hong Kong Special Administrative Region",Firearms rate,Asia,Eastern Asia,2017,0
"China, Hong Kong Special Administrative Region",Other Mechanism rate,Asia,Eastern Asia,2017,0.2
"China, Hong Kong Special Administrative Region",Sharp Objects rate,Asia,Eastern Asia,2017,0.1
"China, Hong Kong Special Administrative Region",Unknown Mechanism rate,Asia,Eastern Asia,2017,0
Sri Lanka,Firearms rate,Asia,Southern Asia,2017,0.3
Sri Lanka,Other Mechanism rate,Asia,Southern Asia,2017,1.3
Sri Lanka,Sharp Objects rate,Asia,Southern Asia,2017,0.6
Sri Lanka,Unknown Mechanism rate,Asia,Southern Asia,2017,0.2
Armenia,Firearms rate,Asia,Western Asia,2017,0.8
Azerbaijan,Firearms rate,Asia,Western Asia,2017,0.2
Armenia,Other Mechanism rate,Asia,Western Asia,2017,0.8
Azerbaijan,Other Mechanism rate,Asia,Western Asia,2017,0.2
Armenia,Sharp Objects rate,Asia,Western Asia,2017,0.8
Azerbaijan,Sharp Objects rate,Asia,Western Asia,2017,0.9
Armenia,Unknown Mechanism rate,Asia,Western Asia,2017,0
Azerbaijan,Unknown Mechanism rate,Asia,Western Asia,2017,0.8
Sweden,Firearms rate,Europe,Northern Europe,2005,0.1
United Kingdom (Northern Ireland),Firearms rate,Europe,Northern Europe,2005,0.6
United Kingdom (Scotland),Firearms rate,Europe,Northern Europe,2005,0
Sweden,Other Mechanism rate,Europe,Northern Europe,2005,0.3
United Kingdom (Northern Ireland),Other Mechanism rate,Europe,Northern Europe,2005,0.6
United Kingdom (Scotland),Other Mechanism rate,Europe,Northern Europe,2005,1
Sweden,Sharp Objects rate,Europe,Northern Europe,2005,0.4
United Kingdom (Northern Ireland),Sharp Objects rate,Europe,Northern Europe,2005,0.4
United Kingdom (Scotland),Sharp Objects rate,Europe,Northern Europe,2005,0.7
Sweden,Unknown Mechanism rate,Europe,Northern Europe,2005,0.1
United Kingdom (Northern Ireland),Unknown Mechanism rate,Europe,Northern Europe,2005,0.1
United Kingdom (Scotland),Unknown Mechanism rate,Europe,Northern Europe,2005,0.1
Switzerland,Firearms rate,Europe,Western Europe,2005,0.4
Switzerland,Other Mechanism rate,Europe,Western Europe,2005,0.3
Switzerland,Sharp Objects rate,Europe,Western Europe,2005,0.2
Switzerland,Unknown Mechanism rate,Europe,Western Europe,2005,0.1
Bulgaria,Firearms rate,Europe,Eastern Europe,2006,0.5
Czechia,Firearms rate,Europe,Eastern Europe,2006,0.2
Poland,Firearms rate,Europe,Eastern Europe,2006,0.1
Republic of Moldova,Firearms rate,Europe,Eastern Europe,2006,0.5
Romania,Firearms rate,Europe,Eastern Europe,2006,0
Bulgaria,Other Mechanism rate,Europe,Eastern Europe,2006,0.4
Czechia,Other Mechanism rate,Europe,Eastern Europe,2006,0.4
Poland,Other Mechanism rate,Europe,Eastern Europe,2006,0.7
Republic of Moldova,Other Mechanism rate,Europe,Eastern Europe,2006,4.2
Romania,Other Mechanism rate,Europe,Eastern Europe,2006,0.8
Bulgaria,Sharp Objects rate,Europe,Eastern Europe,2006,0.5
Czechia,Sharp Objects rate,Europe,Eastern Europe,2006,0.4
Poland,Sharp Objects rate,Europe,Eastern Europe,2006,0.4
Republic of Moldova,Sharp Objects rate,Europe,Eastern Europe,2006,1.4
Romania,Sharp Objects rate,Europe,Eastern Europe,2006,0.5
Bulgaria,Unknown Mechanism rate,Europe,Eastern Europe,2006,1
Czechia,Unknown Mechanism rate,Europe,Eastern Europe,2006,0.2
Poland,Unknown Mechanism rate,Europe,Eastern Europe,2006,0.1
Republic of Moldova,Unknown Mechanism rate,Europe,Eastern Europe,2006,0.3
Romania,Unknown Mechanism rate,Europe,Eastern Europe,2006,0.6
Denmark,Firearms rate,Europe,Northern Europe,2006,0.2
Estonia,Firearms rate,Europe,Northern Europe,2006,0.6
Finland,Firearms rate,Europe,Northern Europe,2006,0.4
Iceland,Firearms rate,Europe,Northern Europe,2006,0
Latvia,Firearms rate,Europe,Northern Europe,2006,0.4
Lithuania,Firearms rate,Europe,Northern Europe,2006,0.4
Norway,Firearms rate,Europe,Northern Europe,2006,0.2
Sweden,Firearms rate,Europe,Northern Europe,2006,0.1
United Kingdom (England and Wales),Firearms rate,Europe,Northern Europe,2006,0.1
United Kingdom (Northern Ireland),Firearms rate,Europe,Northern Europe,2006,0.5
United Kingdom (Scotland),Firearms rate,Europe,Northern Europe,2006,0
United Kingdom of Great Britain and Northern Ireland,Firearms rate,Europe,Northern Europe,2006,0.1
Denmark,Other Mechanism rate,Europe,Northern Europe,2006,0.2
Estonia,Other Mechanism rate,Europe,Northern Europe,2006,2.7
Finland,Other Mechanism rate,Europe,Northern Europe,2006,1
Iceland,Other Mechanism rate,Europe,Northern Europe,2006,0
Latvia,Other Mechanism rate,Europe,Northern Europe,2006,2.4
Lithuania,Other Mechanism rate,Europe,Northern Europe,2006,5.2
Norway,Other Mechanism rate,Europe,Northern Europe,2006,0.2
Sweden,Other Mechanism rate,Europe,Northern Europe,2006,0.3
United Kingdom (England and Wales),Other Mechanism rate,Europe,Northern Europe,2006,0.6
United Kingdom (Northern Ireland),Other Mechanism rate,Europe,Northern Europe,2006,0.6
United Kingdom (Scotland),Other Mechanism rate,Europe,Northern Europe,2006,1.3
United Kingdom of Great Britain and Northern Ireland,Other Mechanism rate,Europe,Northern Europe,2006,0.7
Denmark,Sharp Objects rate,Europe,Northern Europe,2006,0.2
Estonia,Sharp Objects rate,Europe,Northern Europe,2006,3
Finland,Sharp Objects rate,Europe,Northern Europe,2006,0.9
Iceland,Sharp Objects rate,Europe,Northern Europe,2006,0
Latvia,Sharp Objects rate,Europe,Northern Europe,2006,1.8
Lithuania,Sharp Objects rate,Europe,Northern Europe,2006,3.1
Norway,Sharp Objects rate,Europe,Northern Europe,2006,0.3
Sweden,Sharp Objects rate,Europe,Northern Europe,2006,0.6
United Kingdom (England and Wales),Sharp Objects rate,Europe,Northern Europe,2006,0.5
United Kingdom (Northern Ireland),Sharp Objects rate,Europe,Northern Europe,2006,0.3
United Kingdom (Scotland),Sharp Objects rate,Europe,Northern Europe,2006,1
United Kingdom of Great Britain and Northern Ireland,Sharp Objects rate,Europe,Northern Europe,2006,0.5
Denmark,Unknown Mechanism rate,Europe,Northern Europe,2006,0
Estonia,Unknown Mechanism rate,Europe,Northern Europe,2006,0.4
Finland,Unknown Mechanism rate,Europe,Northern Europe,2006,0
Iceland,Unknown Mechanism rate,Europe,Northern Europe,2006,0
Latvia,Unknown Mechanism rate,Europe,Northern Europe,2006,1.2
Lithuania,Unknown Mechanism rate,Europe,Northern Europe,2006,0
Norway,Unknown Mechanism rate,Europe,Northern Europe,2006,0.1
Sweden,Unknown Mechanism rate,Europe,Northern Europe,2006,0
United Kingdom (England and Wales),Unknown Mechanism rate,Europe,Northern Europe,2006,0.1
United Kingdom (Northern Ireland),Unknown Mechanism rate,Europe,Northern Europe,2006,0.4
United Kingdom (Scotland),Unknown Mechanism rate,Europe,Northern Europe,2006,0
United Kingdom of Great Britain and Northern Ireland,Unknown Mechanism rate,Europe,Northern Europe,2006,0.1
Albania,Firearms rate,Europe,Southern Europe,2006,1.9
Croatia,Firearms rate,Europe,Southern Europe,2006,0.9
Italy,Firearms rate,Europe,Southern Europe,2006,0.5
Malta,Firearms rate,Europe,Southern Europe,2006,0
Republic of North Macedonia,Firearms rate,Europe,Southern Europe,2006,1.2
Serbia,Firearms rate,Europe,Southern Europe,2006,0.6
Slovenia,Firearms rate,Europe,Southern Europe,2006,0.1
Albania,Other Mechanism rate,Europe,Southern Europe,2006,0.7
Croatia,Other Mechanism rate,Europe,Southern Europe,2006,0.5
Italy,Other Mechanism rate,Europe,Southern Europe,2006,0.2
Malta,Other Mechanism rate,Europe,Southern Europe,2006,0
Republic of North Macedonia,Other Mechanism rate,Europe,Southern Europe,2006,0.4
Serbia,Other Mechanism rate,Europe,Southern Europe,2006,0.5
Slovenia,Other Mechanism rate,Europe,Southern Europe,2006,0.2
Albania,Sharp Objects rate,Europe,Southern Europe,2006,0.5
Croatia,Sharp Objects rate,Europe,Southern Europe,2006,0.3
Italy,Sharp Objects rate,Europe,Southern Europe,2006,0.3
Malta,Sharp Objects rate,Europe,Southern Europe,2006,0
Republic of North Macedonia,Sharp Objects rate,Europe,Southern Europe,2006,0.6
Serbia,Sharp Objects rate,Europe,Southern Europe,2006,0.3
Slovenia,Sharp Objects rate,Europe,Southern Europe,2006,0.2
Albania,Unknown Mechanism rate,Europe,Southern Europe,2006,0
Croatia,Unknown Mechanism rate,Europe,Southern Europe,2006,0
Italy,Unknown Mechanism rate,Europe,Southern Europe,2006,0.1
Malta,Unknown Mechanism rate,Europe,Southern Europe,2006,0
Republic of North Macedonia,Unknown Mechanism rate,Europe,Southern Europe,2006,0
Serbia,Unknown Mechanism rate,Europe,Southern Europe,2006,0.3
Slovenia,Unknown Mechanism rate,Europe,Southern Europe,2006,0
Austria,Firearms rate,Europe,Western Europe,2006,0.1
Belgium,Firearms rate,Europe,Western Europe,2006,0.4
Germany,Firearms rate,Europe,Western Europe,2006,0.1
Liechtenstein,Firearms rate,Europe,Western Europe,2006,0
Netherlands,Firearms rate,Europe,Western Europe,2006,0.2
Austria,Other Mechanism rate,Europe,Western Europe,2006,0.2
Belgium,Other Mechanism rate,Europe,Western Europe,2006,0.8
Germany,Other Mechanism rate,Europe,Western Europe,2006,0.4
Liechtenstein,Other Mechanism rate,Europe,Western Europe,2006,0
Netherlands,Other Mechanism rate,Europe,Western Europe,2006,0.2
Austria,Sharp Objects rate,Europe,Western Europe,2006,0.4
Belgium,Sharp Objects rate,Europe,Western Europe,2006,0.5
Germany,Sharp Objects rate,Europe,Western Europe,2006,0.4
Liechtenstein,Sharp Objects rate,Europe,Western Europe,2006,0
Netherlands,Sharp Objects rate,Europe,Western Europe,2006,0.3
Austria,Unknown Mechanism rate,Europe,Western Europe,2006,0
Belgium,Unknown Mechanism rate,Europe,Western Europe,2006,0.4
Germany,Unknown Mechanism rate,Europe,Western Europe,2006,0.1
Liechtenstein,Unknown Mechanism rate,Europe,Western Europe,2006,0
Netherlands,Unknown Mechanism rate,Europe,Western Europe,2006,0.1
Belarus,Firearms rate,Europe,Eastern Europe,2007,0.3
Bulgaria,Firearms rate,Europe,Eastern Europe,2007,0.6
Czechia,Firearms rate,Europe,Eastern Europe,2007,0.2
Poland,Firearms rate,Europe,Eastern Europe,2007,0.1
Republic of Moldova,Firearms rate,Europe,Eastern Europe,2007,0.3
Romania,Firearms rate,Europe,Eastern Europe,2007,0
Bulgaria,Other Mechanism rate,Europe,Eastern Europe,2007,0.5
Czechia,Other Mechanism rate,Europe,Eastern Europe,2007,0.4
Poland,Other Mechanism rate,Europe,Eastern Europe,2007,0.7
Republic of Moldova,Other Mechanism rate,Europe,Eastern Europe,2007,3.7
Romania,Other Mechanism rate,Europe,Eastern Europe,2007,0.7
Belarus,Sharp Objects rate,Europe,Eastern Europe,2007,4.1
Bulgaria,Sharp Objects rate,Europe,Eastern Europe,2007,0.4
Czechia,Sharp Objects rate,Europe,Eastern Europe,2007,0.5
Poland,Sharp Objects rate,Europe,Eastern Europe,2007,0.5
Republic of Moldova,Sharp Objects rate,Europe,Eastern Europe,2007,1.2
Romania,Sharp Objects rate,Europe,Eastern Europe,2007,0.5
Bulgaria,Unknown Mechanism rate,Europe,Eastern Europe,2007,0.9
Czechia,Unknown Mechanism rate,Europe,Eastern Europe,2007,0.1
Poland,Unknown Mechanism rate,Europe,Eastern Europe,2007,0.1
Republic of Moldova,Unknown Mechanism rate,Europe,Eastern Europe,2007,0
Romania,Unknown Mechanism rate,Europe,Eastern Europe,2007,0.7
Estonia,Firearms rate,Europe,Northern Europe,2007,0.4
Finland,Firearms rate,Europe,Northern Europe,2007,0.5
Iceland,Firearms rate,Europe,Northern Europe,2007,0.3
Ireland,Firearms rate,Europe,Northern Europe,2007,0.5
Latvia,Firearms rate,Europe,Northern Europe,2007,0.2
Lithuania,Firearms rate,Europe,Northern Europe,2007,0.4
Norway,Firearms rate,Europe,Northern Europe,2007,0
Sweden,Firearms rate,Europe,Northern Europe,2007,0.3
United Kingdom (England and Wales),Firearms rate,Europe,Northern Europe,2007,0.1
United Kingdom (Northern Ireland),Firearms rate,Europe,Northern Europe,2007,0.4
United Kingdom (Scotland),Firearms rate,Europe,Northern Europe,2007,0.1
United Kingdom of Great Britain and Northern Ireland,Firearms rate,Europe,Northern Europe,2007,0.1
Estonia,Other Mechanism rate,Europe,Northern Europe,2007,3.4
Finland,Other Mechanism rate,Europe,Northern Europe,2007,1.1
Iceland,Other Mechanism rate,Europe,Northern Europe,2007,0.3
Ireland,Other Mechanism rate,Europe,Northern Europe,2007,0.5
Latvia,Other Mechanism rate,Europe,Northern Europe,2007,1.7
Lithuania,Other Mechanism rate,Europe,Northern Europe,2007,5.3
Norway,Other Mechanism rate,Europe,Northern Europe,2007,0.3
Sweden,Other Mechanism rate,Europe,Northern Europe,2007,0.3
United Kingdom (England and Wales),Other Mechanism rate,Europe,Northern Europe,2007,0.7
United Kingdom (Northern Ireland),Other Mechanism rate,Europe,Northern Europe,2007,0.5
United Kingdom (Scotland),Other Mechanism rate,Europe,Northern Europe,2007,1
United Kingdom of Great Britain and Northern Ireland,Other Mechanism rate,Europe,Northern Europe,2007,0.7
Estonia,Sharp Objects rate,Europe,Northern Europe,2007,2.9
Finland,Sharp Objects rate,Europe,Northern Europe,2007,0.9
Iceland,Sharp Objects rate,Europe,Northern Europe,2007,0
Ireland,Sharp Objects rate,Europe,Northern Europe,2007,0.7
Latvia,Sharp Objects rate,Europe,Northern Europe,2007,1.5
Lithuania,Sharp Objects rate,Europe,Northern Europe,2007,2.7
Norway,Sharp Objects rate,Europe,Northern Europe,2007,0.2
Sweden,Sharp Objects rate,Europe,Northern Europe,2007,0.6
United Kingdom (England and Wales),Sharp Objects rate,Europe,Northern Europe,2007,0.5
United Kingdom (Northern Ireland),Sharp Objects rate,Europe,Northern Europe,2007,0.5
United Kingdom (Scotland),Sharp Objects rate,Europe,Northern Europe,2007,1
United Kingdom of Great Britain and Northern Ireland,Sharp Objects rate,Europe,Northern Europe,2007,0.5
Estonia,Unknown Mechanism rate,Europe,Northern Europe,2007,0.5
Finland,Unknown Mechanism rate,Europe,Northern Europe,2007,0
Iceland,Unknown Mechanism rate,Europe,Northern Europe,2007,0
Ireland,Unknown Mechanism rate,Europe,Northern Europe,2007,0.1
Latvia,Unknown Mechanism rate,Europe,Northern Europe,2007,0.9
Lithuania,Unknown Mechanism rate,Europe,Northern Europe,2007,0.1
Norway,Unknown Mechanism rate,Europe,Northern Europe,2007,0.1
Sweden,Unknown Mechanism rate,Europe,Northern Europe,2007,0.1
United Kingdom (England and Wales),Unknown Mechanism rate,Europe,Northern Europe,2007,0
United Kingdom (Northern Ireland),Unknown Mechanism rate,Europe,Northern Europe,2007,0.2
United Kingdom (Scotland),Unknown Mechanism rate,Europe,Northern Europe,2007,0.1
United Kingdom of Great Britain and Northern Ireland,Unknown Mechanism rate,Europe,Northern Europe,2007,0.1
Albania,Firearms rate,Europe,Southern Europe,2007,2.2
Andorra,Firearms rate,Europe,Southern Europe,2007,0
Croatia,Firearms rate,Europe,Southern Europe,2007,0.7
Italy,Firearms rate,Europe,Southern Europe,2007,0.5
Malta,Firearms rate,Europe,Southern Europe,2007,0.5
Republic of North Macedonia,Firearms rate,Europe,Southern Europe,2007,1.3
Serbia,Firearms rate,Europe,Southern Europe,2007,0.5
Slovenia,Firearms rate,Europe,Southern Europe,2007,0.5
Albania,Other Mechanism rate,Europe,Southern Europe,2007,0.8
Andorra,Other Mechanism rate,Europe,Southern Europe,2007,0
Croatia,Other Mechanism rate,Europe,Southern Europe,2007,0.4
Italy,Other Mechanism rate,Europe,Southern Europe,2007,0.2
Malta,Other Mechanism rate,Europe,Southern Europe,2007,0.5
Republic of North Macedonia,Other Mechanism rate,Europe,Southern Europe,2007,0.5
Serbia,Other Mechanism rate,Europe,Southern Europe,2007,0.7
Slovenia,Other Mechanism rate,Europe,Southern Europe,2007,0.2
Albania,Sharp Objects rate,Europe,Southern Europe,2007,0.4
Andorra,Sharp Objects rate,Europe,Southern Europe,2007,0
Croatia,Sharp Objects rate,Europe,Southern Europe,2007,0.2
Italy,Sharp Objects rate,Europe,Southern Europe,2007,0.2
Malta,Sharp Objects rate,Europe,Southern Europe,2007,0
Republic of North Macedonia,Sharp Objects rate,Europe,Southern Europe,2007,0.2
Serbia,Sharp Objects rate,Europe,Southern Europe,2007,0.3
Slovenia,Sharp Objects rate,Europe,Southern Europe,2007,0.5
Albania,Unknown Mechanism rate,Europe,Southern Europe,2007,0
Andorra,Unknown Mechanism rate,Europe,Southern Europe,2007,0
Croatia,Unknown Mechanism rate,Europe,Southern Europe,2007,0.1
Italy,Unknown Mechanism rate,Europe,Southern Europe,2007,0.1
Malta,Unknown Mechanism rate,Europe,Southern Europe,2007,0
Republic of North Macedonia,Unknown Mechanism rate,Europe,Southern Europe,2007,0
Serbia,Unknown Mechanism rate,Europe,Southern Europe,2007,0.3
Slovenia,Unknown Mechanism rate,Europe,Southern Europe,2007,0
Austria,Firearms rate,Europe,Western Europe,2007,0.1
Belgium,Firearms rate,Europe,Western Europe,2007,0.4
Germany,Firearms rate,Europe,Western Europe,2007,0.1
Liechtenstein,Firearms rate,Europe,Western Europe,2007,0
Luxembourg,Firearms rate,Europe,Western Europe,2007,0.5
Netherlands,Firearms rate,Europe,Western Europe,2007,0.2
Switzerland,Firearms rate,Europe,Western Europe,2007,0.2
Austria,Other Mechanism rate,Europe,Western Europe,2007,0.2
Belgium,Other Mechanism rate,Europe,Western Europe,2007,0.7
Germany,Other Mechanism rate,Europe,Western Europe,2007,0.4
Liechtenstein,Other Mechanism rate,Europe,Western Europe,2007,0
Luxembourg,Other Mechanism rate,Europe,Western Europe,2007,0.7
Netherlands,Other Mechanism rate,Europe,Western Europe,2007,0.4
Switzerland,Other Mechanism rate,Europe,Western Europe,2007,0.3
Austria,Sharp Objects rate,Europe,Western Europe,2007,0.2
Belgium,Sharp Objects rate,Europe,Western Europe,2007,0.6
Germany,Sharp Objects rate,Europe,Western Europe,2007,0.3
Liechtenstein,Sharp Objects rate,Europe,Western Europe,2007,0
Luxembourg,Sharp Objects rate,Europe,Western Europe,2007,0.2
Netherlands,Sharp Objects rate,Europe,Western Europe,2007,0.3
Switzerland,Sharp Objects rate,Europe,Western Europe,2007,0.2
Austria,Unknown Mechanism rate,Europe,Western Europe,2007,0
Belgium,Unknown Mechanism rate,Europe,Western Europe,2007,0.2
Germany,Unknown Mechanism rate,Europe,Western Europe,2007,0.1
Liechtenstein,Unknown Mechanism rate,Europe,Western Europe,2007,0
Luxembourg,Unknown Mechanism rate,Europe,Western Europe,2007,0
Netherlands,Unknown Mechanism rate,Europe,Western Europe,2007,0
Switzerland,Unknown Mechanism rate,Europe,Western Europe,2007,0
Belarus,Firearms rate,Europe,Eastern Europe,2008,0.3
Bulgaria,Firearms rate,Europe,Eastern Europe,2008,0.5
Czechia,Firearms rate,Europe,Eastern Europe,2008,0.3
Hungary,Firearms rate,Europe,Eastern Europe,2008,0.1
Poland,Firearms rate,Europe,Eastern Europe,2008,0
Republic of Moldova,Firearms rate,Europe,Eastern Europe,2008,0.2
Romania,Firearms rate,Europe,Eastern Europe,2008,0
Slovakia,Firearms rate,Europe,Eastern Europe,2008,0.1
Bulgaria,Other Mechanism rate,Europe,Eastern Europe,2008,0.5
Czechia,Other Mechanism rate,Europe,Eastern Europe,2008,0
Hungary,Other Mechanism rate,Europe,Eastern Europe,2008,1.1
Poland,Other Mechanism rate,Europe,Eastern Europe,2008,0.7
Republic of Moldova,Other Mechanism rate,Europe,Eastern Europe,2008,3.9
Romania,Other Mechanism rate,Europe,Eastern Europe,2008,0.8
Slovakia,Other Mechanism rate,Europe,Eastern Europe,2008,0.8
Belarus,Sharp Objects rate,Europe,Eastern Europe,2008,3.7
Bulgaria,Sharp Objects rate,Europe,Eastern Europe,2008,0.3
Czechia,Sharp Objects rate,Europe,Eastern Europe,2008,0.5
Hungary,Sharp Objects rate,Europe,Eastern Europe,2008,0.6
Poland,Sharp Objects rate,Europe,Eastern Europe,2008,0.4
Republic of Moldova,Sharp Objects rate,Europe,Eastern Europe,2008,1.6
Romania,Sharp Objects rate,Europe,Eastern Europe,2008,0.6
Slovakia,Sharp Objects rate,Europe,Eastern Europe,2008,0.6
Bulgaria,Unknown Mechanism rate,Europe,Eastern Europe,2008,1
Czechia,Unknown Mechanism rate,Europe,Eastern Europe,2008,0.4
Hungary,Unknown Mechanism rate,Europe,Eastern Europe,2008,0
Poland,Unknown Mechanism rate,Europe,Eastern Europe,2008,0
Republic of Moldova,Unknown Mechanism rate,Europe,Eastern Europe,2008,0
Romania,Unknown Mechanism rate,Europe,Eastern Europe,2008,0.9
Slovakia,Unknown Mechanism rate,Europe,Eastern Europe,2008,0.1
Denmark,Firearms rate,Europe,Northern Europe,2008,0.1
Estonia,Firearms rate,Europe,Northern Europe,2008,0.2
Finland,Firearms rate,Europe,Northern Europe,2008,0.6
Iceland,Firearms rate,Europe,Northern Europe,2008,0
Ireland,Firearms rate,Europe,Northern Europe,2008,0.5
Latvia,Firearms rate,Europe,Northern Europe,2008,0.2
Lithuania,Firearms rate,Europe,Northern Europe,2008,0.4
Sweden,Firearms rate,Europe,Northern Europe,2008,0.2
United Kingdom (England and Wales),Firearms rate,Europe,Northern Europe,2008,0.1
United Kingdom (Northern Ireland),Firearms rate,Europe,Northern Europe,2008,0.1
United Kingdom (Scotland),Firearms rate,Europe,Northern Europe,2008,0
United Kingdom of Great Britain and Northern Ireland,Firearms rate,Europe,Northern Europe,2008,0.1
Denmark,Other Mechanism rate,Europe,Northern Europe,2008,0.4
Estonia,Other Mechanism rate,Europe,Northern Europe,2008,2.2
Finland,Other Mechanism rate,Europe,Northern Europe,2008,1.1
Iceland,Other Mechanism rate,Europe,Northern Europe,2008,0
Ireland,Other Mechanism rate,Europe,Northern Europe,2008,0.3
Latvia,Other Mechanism rate,Europe,Northern Europe,2008,1.3
Lithuania,Other Mechanism rate,Europe,Northern Europe,2008,5.3
Sweden,Other Mechanism rate,Europe,Northern Europe,2008,0.2
United Kingdom (England and Wales),Other Mechanism rate,Europe,Northern Europe,2008,0.6
United Kingdom (Northern Ireland),Other Mechanism rate,Europe,Northern Europe,2008,0.7
United Kingdom (Scotland),Other Mechanism rate,Europe,Northern Europe,2008,0.9
